WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
2205,22,5,APRIL,4,"12,13"
2205,22,5,MAY,5,"10,11"
2205,22,5,JUNE,6,"8,11"
2205,22,5,JULY,7,"9,10"
2205,22,5,AUGUST,8,"6,7"
2205,22,5,SEPTEMBER,9,"4,5"
2205,22,5,OCTOBER,10,"2,3,31"
2205,22,5,NOVEMBER,11,1
2206,22,6,APRIL,4,"16,17"
2206,22,6,MAY,5,"14,15"
2206,22,6,JUNE,6,"12,13"
2206,22,6,JULY,7,"11,12"
2206,22,6,AUGUST,8,"8,9"
2206,22,6,SEPTEMBER,9,"6,7"
2206,22,6,OCTOBER,10,"4,5"
2206,22,6,NOVEMBER,11,"2,5"
2207,22,7,APRIL,4,"18,19"
2207,22,7,MAY,5,"16,17"
2207,22,7,JUNE,6,"14,15"
2207,22,7,JULY,7,"13,16"
2207,22,7,AUGUST,8,"10,13"
2207,22,7,SEPTEMBER,9,"10,11"
2207,22,7,OCTOBER,10,"9,10"
2207,22,7,NOVEMBER,11,"6,7"
2208,22,8,APRIL,4,"20,23"
2208,22,8,MAY,5,"18,21"
2208,22,8,JUNE,6,"18,19"
2208,22,8,JULY,7,"17,18"
2208,22,8,AUGUST,8,"14,15"
2208,22,8,SEPTEMBER,9,"12,13"
2208,22,8,OCTOBER,10,"11,12"
2208,22,8,NOVEMBER,11,"8,9"
2209,22,9,APRIL,4,"24,25"
2209,22,9,MAY,5,"22,23"
2209,22,9,JUNE,6,"20,21"
2209,22,9,JULY,7,"19,20"
2209,22,9,AUGUST,8,"16,17"
2209,22,9,SEPTEMBER,9,"14,17"
2209,22,9,OCTOBER,10,"15,16"
2209,22,9,NOVEMBER,11,"12,13"
2210,22,10,APRIL,4,"26,27"
2210,22,10,MAY,5,"24,25"
2210,22,10,JUNE,6,"22,25"
2210,22,10,JULY,7,"23,24"
2210,22,10,AUGUST,8,"20,21"
2210,22,10,SEPTEMBER,9,"18,19"
2210,22,10,OCTOBER,10,"17,18"
2210,22,10,NOVEMBER,11,"14,15"
2301,23,1,APRIL,4,"2,3"
2301,23,1,MAY,5,31
2301,23,1,JUNE,6,1
2301,23,1,JULY,7,31
2301,23,1,AUGUST,8,1
2301,23,1,SEPTEMBER,9,28
2301,23,1,OCTOBER,10,1
2302,23,2,APRIL,4,"4,5"
2302,23,2,JUNE,6,"4,5"
2302,23,2,AUGUST,8,"2,3"
2302,23,2,OCTOBER,10,"2,3"
2303,23,3,APRIL,4,"6,9"
2303,23,3,JUNE,6,"6,7"
2303,23,3,AUGUST,8,"6,7"
2303,23,3,OCTOBER,10,"4,5"
2304,23,4,APRIL,4,"10,11"
2304,23,4,JUNE,6,"8,11"
2304,23,4,AUGUST,8,"8,9"
2304,23,4,OCTOBER,10,"9,10"
2305,23,5,APRIL,4,"12,13"
2305,23,5,JUNE,6,"12,13"
2305,23,5,AUGUST,8,"10,13"
2305,23,5,OCTOBER,10,"11,12"
2306,23,6,APRIL,4,"16,17"
2306,23,6,JUNE,6,"14,15"
2306,23,6,AUGUST,8,"14,15"
2306,23,6,OCTOBER,10,"15,16"
2307,23,7,APRIL,4,"18,19"
2307,23,7,JUNE,6,"18,19"
2307,23,7,AUGUST,8,"16,17"
2307,23,7,OCTOBER,10,"17,18"
2308,23,8,APRIL,4,"20,23"
2308,23,8,JUNE,6,"20,21"
2308,23,8,AUGUST,8,"20,21"
2308,23,8,OCTOBER,10,"19,22"
2309,23,9,APRIL,4,"24,25"
2309,23,9,JUNE,6,"22,25"
2309,23,9,AUGUST,8,"22,23"
2309,23,9,OCTOBER,10,"23,24"
2310,23,10,APRIL,4,"26,27"
2310,23,10,JUNE,6,"26,27"
2310,23,10,AUGUST,8,"24,27"
2310,23,10,OCTOBER,10,"25,26"
2311,23,11,APRIL,4,30
2311,23,11,MAY,5,1
2311,23,11,JUNE,6,"28,29"
2311,23,11,AUGUST,8,30
2311,23,11,OCTOBER,10,1
2311,23,11,SEPTEMBER,9,1
2312,23,12,MAY,5,"29,30"
2312,23,12,JULY,7,"2,3"
2312,23,12,AUGUST,8,"30,31"
2312,23,12,OCTOBER,10,31
2312,23,12,NOVEMBER,11,1
2313,23,13,MAY,5,"4,7"
2313,23,13,JULY,7,"5,6"
2313,23,13,SEPTEMBER,9,"4,5"
2313,23,13,NOVEMBER,11,"2,5"
2314,23,14,MAY,5,"8,9"
2314,23,14,JULY,7,"9,10"
2314,23,14,SEPTEMBER,9,"6,7"
2314,23,14,NOVEMBER,11,"6,7"
2315,23,15,MAY,5,"10,11"
2315,23,15,JULY,7,"11,12"
2315,23,15,SEPTEMBER,9,"10,11"
2315,23,15,NOVEMBER,11,"8,9"
2316,23,16,MAY,5,"14,15"
2316,23,16,JULY,7,"11,12"
2316,23,16,SEPTEMBER,9,"10,11"
2316,23,16,NOVEMBER,11,"12,13"
2317,23,17,MAY,5,"16,17"
2317,23,17,JULY,7,"17,18"
2317,23,17,SEPTEMBER,9,"14,17"
2317,23,17,NOVEMBER,11,"14,15"
2318,23,18,MAY,5,"18,21"
2318,23,18,JULY,7,"19,20"
2318,23,18,SEPTEMBER,9,"18,19"
2318,23,18,NOVEMBER,11,16
2319,23,19,MAY,5,"22,23"
2319,23,19,JULY,7,"23,24"
2319,23,19,SEPTEMBER,9,"20,21"
2320,23,20,MAY,5,"24,25"
2320,23,20,JULY,7,"25,26"
2320,23,20,SEPTEMBER,9,"24,25"
2321,23,21,MAY,5,"29,30"
2321,23,21,JULY,7,"27,30"
2321,23,21,SEPTEMBER,9,"26,27"
2401,24,1,APRIL,4,"2,3"
2401,24,1,MAY,5,"2,3"
2401,24,1,JUNE,6,"4,5"
2401,24,1,JULY,7,"5,6"
2401,24,1,AUGUST,8,"6,7"
2401,24,1,SEPTEMBER,9,"6,7"
2401,24,1,OCTOBER,10,"9,10"
2401,24,1,NOVEMBER,11,"8,9"
2402,24,2,APRIL,4,"4,5"
2402,24,2,MAY,5,"4,7"
2402,24,2,JUNE,6,"6,7"
2402,24,2,JULY,7,"9,10"
2402,24,2,AUGUST,8,"8,9"
2402,24,2,SEPTEMBER,9,"10,11"
2402,24,2,OCTOBER,10,"11,12"
2402,24,2,NOVEMBER,11,"12,13"
2403,24,3,APRIL,4,"6,9"
2403,24,3,MAY,5,"8,9"
2403,24,3,JUNE,6,"8,11"
2403,24,3,JULY,7,"11,12"
2403,24,3,AUGUST,8,"10,13"
2403,24,3,SEPTEMBER,9,"12,13"
2403,24,3,OCTOBER,10,"15,16"
2403,24,3,NOVEMBER,11,"14,15"
2404,24,4,APRIL,4,"10,11"
2404,24,4,MAY,5,"10,11"
2404,24,4,JUNE,6,"12,13"
2404,24,4,JULY,7,"13,16"
2404,24,4,AUGUST,8,"14,15"
2404,24,4,SEPTEMBER,9,"14,17"
2404,24,4,OCTOBER,10,"17,18"
2404,24,4,NOVEMBER,11,16
2405,24,5,APRIL,4,"12,13"
2405,24,5,MAY,5,"14,15"
2405,24,5,JUNE,6,"14,15"
2405,24,5,JULY,7,"17,18"
2405,24,5,AUGUST,8,"16,17"
2405,24,5,SEPTEMBER,9,"18,19"
2405,24,5,OCTOBER,10,"19,22"
2406,24,6,APRIL,4,"16,17"
2406,24,6,MAY,5,"16,17"
2406,24,6,JUNE,6,"18,19"
2406,24,6,JULY,7,"19,20"
2406,24,6,AUGUST,8,"20,21"
2406,24,6,SEPTEMBER,9,"20,21"
2406,24,6,OCTOBER,10,"23,24"
2407,24,7,APRIL,4,"18,19"
2407,24,7,MAY,5,"18,21"
2407,24,7,JUNE,6,"20,21"
2407,24,7,JULY,7,"23,24"
2407,24,7,AUGUST,8,"22,23"
2407,24,7,SEPTEMBER,9,"24,25"
2407,24,7,OCTOBER,10,"25,26"
2408,24,8,APRIL,4,"20,23"
2408,24,8,MAY,5,"22,23"
2408,24,8,JUNE,6,"22,25"
2408,24,8,JULY,7,"25,26"
2408,24,8,AUGUST,8,"24,27"
2408,24,8,SEPTEMBER,9,"26,27"
2408,24,8,OCTOBER,10,"29,30"
2409,24,9,APRIL,4,"24,25"
2409,24,9,MAY,5,"24,25"
2409,24,9,JUNE,6,"26,27"
2409,24,9,JULY,7,"27,30"
2409,24,9,AUGUST,8,"28,29"
2409,24,9,SEPTEMBER,9,28
2409,24,9,OCTOBER,10,"1,31"
2409,24,9,NOVEMBER,11,1
2410,24,10,APRIL,4,"26,27"
2410,24,10,MAY,5,"29,30"
2410,24,10,JUNE,6,"28,29"
2410,24,10,JULY,7,31
2410,24,10,AUGUST,8,"1,30,31"
2410,24,10,OCTOBER,10,"2,3"
2410,24,10,NOVEMBER,11,"2,5"
2411,24,11,APRIL,4,30
2411,24,11,MAY,5,"1,31"
2411,24,11,JUNE,6,1
2411,24,11,JULY,7,"2,3"
2411,24,11,AUGUST,8,"2,3"
2411,24,11,SEPTEMBER,9,"4,5"
2411,24,11,OCTOBER,10,"4,5"
2411,24,11,NOVEMBER,11,"6,7"
2501,25,1,APRIL,4,"2,3"
2501,25,1,MAY,5,"1,7"
2501,25,1,JUNE,6,"4,5"
2501,25,1,JULY,7,"2,3"
2501,25,1,AUGUST,8,"6,7"
2501,25,1,SEPTEMBER,9,4
2501,25,1,OCTOBER,10,"1,2"
2501,25,1,NOVEMBER,11,"5,6"
2502,25,2,APRIL,4,"4,5"
2502,25,2,MAY,5,"2,3"
2502,25,2,JUNE,6,"6,7"
2502,25,2,JULY,7,5
2502,25,2,AUGUST,8,"1,2"
2502,25,2,SEPTEMBER,9,"5,6"
2502,25,2,OCTOBER,10,"3,4"
2502,25,2,NOVEMBER,11,"1,7"
2503,25,3,APRIL,4,"6,9"
2503,25,3,MAY,5,"4,14"
2503,25,3,JUNE,6,"1,11"
2503,25,3,JULY,7,"6,9"
2503,25,3,AUGUST,8,"3,13"
2503,25,3,SEPTEMBER,9,"7,10"
2503,25,3,OCTOBER,10,5
2503,25,3,NOVEMBER,11,"2,12"
2504,25,4,APRIL,4,"10,11"
2504,25,4,MAY,5,"8,9"
2504,25,4,JUNE,6,"12,13"
2504,25,4,JULY,7,"10,11"
2504,25,4,AUGUST,8,"8,14"
2504,25,4,SEPTEMBER,9,"11,12"
2504,25,4,OCTOBER,10,"9,15"
2504,25,4,NOVEMBER,11,"13,14"
2505,25,5,APRIL,4,"12,13"
2505,25,5,MAY,5,"10,11"
2505,25,5,JUNE,6,"8,14"
2505,25,5,JULY,7,"12,13"
2505,25,5,AUGUST,8,"9,10"
2505,25,5,SEPTEMBER,9,"13,14"
2505,25,5,OCTOBER,10,"11,12"
2505,25,5,NOVEMBER,11,"8,9"
2506,25,6,APRIL,4,"16,17"
2506,25,6,MAY,5,"15,,21"
2506,25,6,JUNE,6,"18,19"
2506,25,6,JULY,7,"16,17"
2506,25,6,AUGUST,8,"20,21"
2506,25,6,SEPTEMBER,9,"17,18"
2506,25,6,OCTOBER,10,"15,16"
2507,25,7,APRIL,4,"18,19"
2507,25,7,MAY,5,"16,17"
2507,25,7,JUNE,6,"20,21"
2507,25,7,JULY,7,"18,19"
2507,25,7,AUGUST,8,"15,16"
2507,25,7,SEPTEMBER,9,"19,20"
2507,25,7,OCTOBER,10,"17,18"
2507,25,7,NOVEMBER,11,15
2508,25,8,APRIL,4,"20,23"
2508,25,8,MAY,5,18
2508,25,8,JUNE,6,"15,25"
2508,25,8,JULY,7,"20,23"
2508,25,8,AUGUST,8,"17,27"
2508,25,8,SEPTEMBER,9,"21,24"
2508,25,8,OCTOBER,10,"19,22"
2509,25,9,APRIL,4,"24,25"
2509,25,9,MAY,5,"22,23"
2509,25,9,JUNE,6,"26,27"
2509,25,9,JULY,7,"24,25"
2509,25,9,AUGUST,8,"22,28"
2509,25,9,SEPTEMBER,9,"25,26"
2509,25,9,OCTOBER,10,"23,24"
2510,25,10,APRIL,4,"26,27"
2510,25,10,MAY,5,"24,25"
2510,25,10,JUNE,6,"22,28"
2510,25,10,JULY,7,"26,27"
2510,25,10,AUGUST,8,"23,24"
2510,25,10,SEPTEMBER,9,"27,28"
2510,25,10,OCTOBER,10,"25,26"
2601,26,1,APRIL,4,"2,3,30"
2601,26,1,MAY,5,"1,29,30"
2601,26,1,JUNE,6,"26,27"
2601,26,1,JULY,7,"25,26"
2601,26,1,AUGUST,8,"20,23"
2601,26,1,SEPTEMBER,9,"20,21"
2601,26,1,OCTOBER,10,"19,22"
2601,26,1,NOVEMBER,11,"14,15"
2602,26,2,APRIL,4,"4,5"
2602,26,2,MAY,5,"2,3,31"
2602,26,2,JUNE,6,"1,28,29"
2602,26,2,JULY,7,"27,30"
2602,26,2,AUGUST,8,"24,27"
2602,26,2,SEPTEMBER,9,"24,25"
2602,26,2,OCTOBER,10,"23,24"
2602,26,2,NOVEMBER,11,16
2603,26,3,APRIL,4,"6,9"
2603,26,3,MAY,5,"4,7"
2603,26,3,JUNE,6,"4,5"
2603,26,3,JULY,7,"2,3,31"
2603,26,3,AUGUST,8,"1,28,29"
2603,26,3,SEPTEMBER,9,"26,27"
2603,26,3,OCTOBER,10,"25,26"
2604,26,4,APRIL,4,"12,13"
2604,26,4,MAY,5,"10,11"
2604,26,4,JUNE,6,"14,15"
2604,26,4,JULY,7,"12,13"
2604,26,4,AUGUST,8,"9,10"
2604,26,4,SEPTEMBER,9,"13,14"
2604,26,4,OCTOBER,10,"11,12"
2604,26,4,NOVEMBER,11,"8,9"
2605,26,5,APRIL,4,"10,11"
2605,26,5,MAY,5,"8,9"
2605,26,5,JUNE,6,"6,7"
2605,26,5,JULY,7,"5,6"
2605,26,5,AUGUST,8,"2,3,30,31"
2605,26,5,SEPTEMBER,9,28
2605,26,5,OCTOBER,10,"1,29,30"
2606,26,6,APRIL,4,"16,19"
2606,26,6,MAY,5,"14,17"
2606,26,6,JUNE,6,"8,11"
2606,26,6,JULY,7,"9,10"
2606,26,6,AUGUST,8,"6,7"
2606,26,6,SEPTEMBER,9,"4,5"
2606,26,6,OCTOBER,10,"2,3,31"
2606,26,6,NOVEMBER,11,1
2607,26,7,APRIL,4,"20,23"
2607,26,7,MAY,5,"18,21"
2607,26,7,JUNE,6,"12,13"
2607,26,7,JULY,7,"11,16"
2607,26,7,AUGUST,8,"8,13"
2607,26,7,SEPTEMBER,9,"6,7"
2607,26,7,OCTOBER,10,"4,5"
2607,26,7,NOVEMBER,11,"2,5"
2608,26,8,APRIL,4,"17,18"
2608,26,8,MAY,5,"15,16"
2608,26,8,JUNE,6,"19,20"
2608,26,8,JULY,7,"17,18"
2608,26,8,AUGUST,8,"21,22"
2608,26,8,SEPTEMBER,9,"18,19"
2608,26,8,OCTOBER,10,"16,17"
2609,26,9,APRIL,4,"24,25"
2609,26,9,MAY,5,"22,23"
2609,26,9,JUNE,6,"18,21"
2609,26,9,JULY,7,"19,20"
2609,26,9,AUGUST,8,"14,15"
2609,26,9,SEPTEMBER,9,"10,11"
2609,26,9,OCTOBER,10,"9,10"
2609,26,9,NOVEMBER,11,"6,7"
2610,26,10,APRIL,4,"26,27"
2610,26,10,MAY,5,"24,25"
2610,26,10,JUNE,6,"22,25"
2610,26,10,JULY,7,"23,24"
2610,26,10,AUGUST,8,"16,17"
2610,26,10,SEPTEMBER,9,"12,17"
2610,26,10,OCTOBER,10,"15,18"
2610,26,10,NOVEMBER,11,"12,13"
2701,27,1,APRIL,4,"2,3"
2701,27,1,MAY,5,"10,11"
2701,27,1,JUNE,6,"20,21"
2701,27,1,JULY,7,31
2701,27,1,AUGUST,8,1
2701,27,1,SEPTEMBER,9,"10,11"
2701,27,1,OCTOBER,10,"19,22"
2702,27,2,APRIL,4,"4,5"
2702,27,2,MAY,5,"14,15"
2702,27,2,JUNE,6,"22,25"
2702,27,2,AUGUST,8,"2,3"
2702,27,2,SEPTEMBER,9,"12,13"
2702,27,2,OCTOBER,10,"23,24"
2703,27,3,APRIL,4,"6,9"
2703,27,3,MAY,5,"16,17"
2703,27,3,JUNE,6,"26,27"
2703,27,3,AUGUST,8,"6,7"
2703,27,3,SEPTEMBER,9,"14,17"
2703,27,3,OCTOBER,10,"25,26"
2704,27,4,APRIL,4,"10,11"
2704,27,4,MAY,5,"18,21"
2704,27,4,JUNE,6,"28,29"
2704,27,4,AUGUST,8,"8,9"
2704,27,4,SEPTEMBER,9,"18,19"
2704,27,4,OCTOBER,10,"29,30"
2705,27,5,APRIL,4,"12,13"
2705,27,5,MAY,5,"22,23"
2705,27,5,JULY,7,"2,3"
2705,27,5,AUGUST,8,"10,13"
2705,27,5,SEPTEMBER,9,"20,21"
2705,27,5,OCTOBER,10,31
2705,27,5,NOVEMBER,11,1
2706,27,6,APRIL,4,"16,17"
2706,27,6,MAY,5,"24,25"
2706,27,6,JULY,7,"5,6"
2706,27,6,AUGUST,8,"14,15"
2706,27,6,SEPTEMBER,9,"24,25"
2706,27,6,NOVEMBER,11,"2,5"
2707,27,7,APRIL,4,"18,19"
2707,27,7,MAY,5,"29,30"
2707,27,7,JULY,7,"9,10"
2707,27,7,AUGUST,8,"16,17"
2707,27,7,SEPTEMBER,9,"26,27"
2707,27,7,NOVEMBER,11,"6,7"
2708,27,8,APRIL,4,"20,23"
2708,27,8,MAY,5,31
2708,27,8,JUNE,6,1
2708,27,8,JULY,7,"11,12"
2708,27,8,AUGUST,8,"20,21"
2708,27,8,SEPTEMBER,9,28
2708,27,8,OCTOBER,10,1
2708,27,8,NOVEMBER,11,"8,9"
2709,27,9,APRIL,4,"24,25"
2709,27,9,JUNE,6,"4,5"
2709,27,9,JULY,7,"13,16"
2709,27,9,AUGUST,8,"22,23"
2709,27,9,OCTOBER,10,"2,3"
2709,27,9,NOVEMBER,11,"12,13"
2710,27,10,APRIL,4,"26,27"
2710,27,10,JUNE,6,"6,7"
2710,27,10,JULY,7,"17,18"
2710,27,10,AUGUST,8,"24,27"
2710,27,10,OCTOBER,10,"4,5"
2710,27,10,NOVEMBER,11,"14,15"
2711,27,11,APRIL,4,30
2711,27,11,MAY,5,1
2711,27,11,JUNE,6,"8,11"
2711,27,11,JULY,7,"19,20"
2711,27,11,AUGUST,8,"28,29"
2711,27,11,OCTOBER,10,"9,10"
2711,27,11,NOVEMBER,11,16
2712,27,12,MAY,5,"2,3"
2712,27,12,JUNE,6,"12,13"
2712,27,12,JULY,7,"23,24"
2712,27,12,AUGUST,8,"30,31"
2712,27,12,OCTOBER,10,"11,12"
2713,27,13,MAY,5,"4,7"
2713,27,13,JUNE,6,"14,15"
2713,27,13,JULY,7,"25,26"
2713,27,13,SEPTEMBER,9,"4,5"
2713,27,13,OCTOBER,10,"15,16"
2714,27,14,MAY,5,"8,9"
2714,27,14,JUNE,6,"18,19"
2714,27,14,JULY,7,"27,30"
2714,27,14,SEPTEMBER,9,"6,7"
2714,27,14,OCTOBER,10,"17,18"
2801,28,1,APRIL,4,"2,3"
2801,28,1,MAY,5,"7,8"
2801,28,1,JUNE,6,"11,12"
2801,28,1,JULY,7,"17,18"
2801,28,1,AUGUST,8,"21,22"
2801,28,1,SEPTEMBER,9,"26,27"
2801,28,1,NOVEMBER,11,"1,2"
2802,28,2,APRIL,4,"4,5"
2802,28,2,MAY,5,"9,10"
2802,28,2,JUNE,6,"13,14"
2802,28,2,JULY,7,"19,20"
2802,28,2,AUGUST,8,"23,24"
2802,28,2,OCTOBER,10,"1,2"
2802,28,2,NOVEMBER,11,"5,6"
2803,28,3,APRIL,4,"6,9"
2803,28,3,MAY,5,"11,14"
2803,28,3,JUNE,6,"15,18"
2803,28,3,JULY,7,"23,24"
2803,28,3,AUGUST,8,"27,28"
2803,28,3,OCTOBER,10,"3,4"
2803,28,3,NOVEMBER,11,"7,8"
2804,28,4,APRIL,4,"10,11"
2804,28,4,MAY,5,"15,16"
2804,28,4,JUNE,6,"19,20"
2804,28,4,JULY,7,"25,26"
2804,28,4,AUGUST,8,"29,30"
2804,28,4,OCTOBER,10,"5,9"
2804,28,4,NOVEMBER,11,"9,12"
2805,28,5,APRIL,4,"12,13"
2805,28,5,MAY,5,"17,18"
2805,28,5,JUNE,6,"21,22"
2805,28,5,JULY,7,"30,31"
2805,28,5,SEPTEMBER,9,"4,5"
2805,28,5,OCTOBER,10,"10,11"
2805,28,5,NOVEMBER,11,"13,14"
2806,28,6,APRIL,4,"16,17"
2806,28,6,MAY,5,"21,22"
2806,28,6,JUNE,6,"25,26"
2806,28,6,AUGUST,8,"1,2"
2806,28,6,SEPTEMBER,9,"6,7"
2806,28,6,OCTOBER,10,"12,15"
2806,28,6,NOVEMBER,11,"15,16"
2807,28,7,APRIL,4,"18,19"
2807,28,7,MAY,5,"23,24"
2807,28,7,JUNE,6,"27,28"
2807,28,7,AUGUST,8,"3,6"
2807,28,7,SEPTEMBER,9,"10,11"
2807,28,7,OCTOBER,10,"16,17"
2808,28,8,APRIL,4,"20,23"
2808,28,8,MAY,5,"25,29"
2808,28,8,JULY,7,"2,3"
2808,28,8,AUGUST,8,"7,8"
2808,28,8,SEPTEMBER,9,"12,13"
2808,28,8,OCTOBER,10,"18,19"
2809,28,9,APRIL,4,"24,25"
2809,28,9,MAY,5,"30,31"
2809,28,9,JULY,7,"5,6"
2809,28,9,AUGUST,8,"9,10"
2809,28,9,SEPTEMBER,9,"14,17"
2809,28,9,OCTOBER,10,"22,23"
2810,28,10,APRIL,4,"26,27"
2810,28,10,JUNE,6,"1,4"
2810,28,10,JULY,7,"9,10"
2810,28,10,AUGUST,8,"13,14"
2810,28,10,SEPTEMBER,9,"18,19"
2810,28,10,OCTOBER,10,"24,25"
2811,28,11,MAY,5,"1,2"
2811,28,11,JUNE,6,"5,6"
2811,28,11,JULY,7,"11,12"
2811,28,11,AUGUST,8,"15,16"
2811,28,11,SEPTEMBER,9,"20,21"
2811,28,11,OCTOBER,10,"26,29"
2812,28,12,MAY,5,"3,4"
2812,28,12,JUNE,6,"7,8"
2812,28,12,JULY,7,"13,16"
2812,28,12,AUGUST,8,"17,20"
2812,28,12,SEPTEMBER,9,"24,25"
2812,28,12,OCTOBER,10,"30,31"
2901,29,1,APRIL,4,"2,3"
2901,29,1,MAY,5,"8,9"
2901,29,1,JUNE,6,"14,15"
2901,29,1,JULY,7,"23,24"
2901,29,1,AUGUST,8,"28,29"
2901,29,1,OCTOBER,10,"4,5"
2901,29,1,NOVEMBER,11,"12,13"
2902,29,2,APRIL,4,"4,5"
2902,29,2,MAY,5,"10,11"
2902,29,2,JUNE,6,"18,19"
2902,29,2,JULY,7,"25,26"
2902,29,2,AUGUST,8,"30,31"
2902,29,2,OCTOBER,10,"9,10"
2902,29,2,NOVEMBER,11,"14,15"
2903,29,3,APRIL,4,"6,9"
2903,29,3,MAY,5,"14,15"
2903,29,3,JUNE,6,"20,21"
2903,29,3,JULY,7,"27,30"
2903,29,3,SEPTEMBER,9,"4,5"
2903,29,3,OCTOBER,10,"11,12"
2903,29,3,NOVEMBER,11,16
2904,29,4,APRIL,4,"10,11"
2904,29,4,MAY,5,"16,17"
2904,29,4,JUNE,6,"22,25"
2904,29,4,AUGUST,8,1
2904,29,4,SEPTEMBER,9,"6,7"
2904,29,4,OCTOBER,10,"15,16"
2904,29,4,JULY,7,31
2905,29,5,APRIL,4,"12,13"
2905,29,5,MAY,5,"18,21"
2905,29,5,JUNE,6,"26,27"
2905,29,5,AUGUST,8,"2,3"
2905,29,5,SEPTEMBER,9,"10,11"
2905,29,5,OCTOBER,10,"17,18"
2906,29,6,APRIL,4,"16,17"
2906,29,6,MAY,5,"22,23"
2906,29,6,AUGUST,8,"6,7"
2906,29,6,SEPTEMBER,9,"12,13"
2906,29,6,OCTOBER,10,"19,22"
2906,29,6,JUNE,6,"28,29"
2907,29,7,APRIL,4,"18,19"
2907,29,7,MAY,5,"24,25"
2907,29,7,JULY,7,"2,3"
2907,29,7,AUGUST,8,"8,9"
2907,29,7,SEPTEMBER,9,"14,17"
2907,29,7,OCTOBER,10,"23,24"
2908,29,8,APRIL,4,"20,23"
2908,29,8,JULY,7,"5,6"
2908,29,8,AUGUST,8,"10,13"
2908,29,8,SEPTEMBER,9,"18,19"
2908,29,8,OCTOBER,10,"25,26"
2908,29,8,MAY,5,"29,30"
2909,29,9,MAY,5,31
2909,29,9,JUNE,6,1
2909,29,9,JULY,7,"9,10"
2909,29,9,AUGUST,8,"14,15"
2909,29,9,SEPTEMBER,9,"20,21"
2909,29,9,OCTOBER,10,"29,30"
2909,29,9,APRIL,4,"24,25"
2910,29,10,JUNE,6,"4,5"
2910,29,10,JULY,7,"11,12"
2910,29,10,AUGUST,8,"16,17"
2910,29,10,SEPTEMBER,9,"24,25"
2910,29,10,OCTOBER,10,31
2910,29,10,NOVEMBER,11,1
2910,29,10,APRIL,4,"26,27"
2911,29,11,MAY,5,1
2911,29,11,JUNE,6,"6,7"
2911,29,11,JULY,7,"13,16"
2911,29,11,AUGUST,8,"20,21"
2911,29,11,APRIL,4,30
2911,29,11,SEPTEMBER,7,"26,27"
2911,29,11,NOVEMBER,7,"2,5"
2912,29,12,MAY,5,"2,3"
2912,29,12,JUNE,6,"8,11"
2912,29,12,JULY,7,"17,18"
2912,29,12,AUGUST,8,"22,23"
2912,29,12,SEPTEMBER,9,"28,"
2912,29,12,OCTOBER,10,1
2912,29,12,NOVEMBER,11,"6,7"
2913,29,13,MAY,5,"4,7"
2913,29,13,JUNE,6,"12,13"
2913,29,13,JULY,7,"19,20"
2913,29,13,AUGUST,8,"24,27"
2913,29,13,OCTOBER,10,"2,3"
2913,29,13,NOVEMBER,11,"8,9"
3001,30,1,APRIL,4,"6,9"
3001,30,1,MAY,5,"16,17"
3001,30,1,JUNE,6,"26,27"
3001,30,1,AUGUST,8,"6,7"
3001,30,1,SEPTEMBER,9,"14,17"
3001,30,1,OCTOBER,10,"25,26"
3002,30,2,APRIL,4,"4,5"
3002,30,2,MAY,5,"14,15"
3002,30,2,JUNE,6,"22,25"
3002,30,2,AUGUST,8,"2,3"
3002,30,2,SEPTEMBER,9,"12,13"
3002,30,2,OCTOBER,10,"23,24"
3003,30,3,APRIL,4,"10,11"
3003,30,3,MAY,5,"18,21"
3003,30,3,JUNE,6,"28,29"
3003,30,3,AUGUST,8,"8,9"
3003,30,3,SEPTEMBER,9,"18,19"
3003,30,3,OCTOBER,10,"29,30"
3004,30,4,APRIL,4,"12,13"
3004,30,4,MAY,5,"22,23"
3004,30,4,JULY,7,"2,3"
3004,30,4,AUGUST,8,"10,13"
3004,30,4,SEPTEMBER,9,"20,21"
3004,30,4,OCTOBER,10,31
3004,30,4,NOVEMBER,11,1
3005,30,5,APRIL,4,"16,17"
3005,30,5,MAY,5,"24,25"
3005,30,5,JULY,7,"5,6"
3005,30,5,AUGUST,8,"14,15"
3005,30,5,SEPTEMBER,9,"24,25"
3005,30,5,NOVEMBER,11,"2,5"
3006,30,6,APRIL,4,"18,19"
3006,30,6,MAY,5,"29,30"
3006,30,6,JULY,7,"9,10"
3006,30,6,AUGUST,8,"16,17"
3006,30,6,SEPTEMBER,9,"26,27"
3006,30,6,NOVEMBER,11,"6,7"
3007,30,7,APRIL,4,"20,23"
3007,30,7,MAY,5,31
3007,30,7,JUNE,6,1
3007,30,7,JULY,7,"11,12"
3007,30,7,AUGUST,8,"20,21"
3007,30,7,SEPTEMBER,9,28
3007,30,7,OCTOBER,10,1
3007,30,7,NOVEMBER,11,"8,9"
3008,30,8,APRIL,4,"24,25"
3008,30,8,JUNE,6,"4,5"
3008,30,8,JULY,7,"13,16"
3008,30,8,AUGUST,8,"22,23"
3008,30,8,OCTOBER,10,"2,3"
3008,30,8,NOVEMBER,11,"12,13"
3009,30,9,APRIL,4,"26,27"
3009,30,9,JUNE,6,"6,7"
3009,30,9,JULY,7,"17,18"
3009,30,9,AUGUST,8,"24,27"
3009,30,9,OCTOBER,10,"4,5"
